"""Curso"",""Nombre"",""Credito"",""Departamento"""
"EI2090,""Examen de Suficiencia en Inglés II"",""0"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"EI2201,""Inglés 1"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"EI2202,""Inglés 2"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"EI2301,""Francés Elemental"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"EI2302,""Frances Básico Intermedio"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"EI3203,""Inglés 3"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"EI4204,""Inglés 4"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"EI4205,""Inglés 5"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"FT1101,""Comunicación académica en Ingeniería y Ciencias"",""3"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"TESTDE,""Test de Diagnóstico de Español"",""0"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"TESTDF,""Test de Diagnóstico de Francés"",""0"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"TESTDI,""Test de Diagnóstico de Inglés"",""0"",""EI - Área de Idiomas, Escuela de Ingeniería"""
"CD1100,""Desafíos de Innovación en Ingeniería y Ciencias"",""6"",""EI - Área de Ingeniería e Innovación"""
"CD1201,""Proyecto de Innovación en Ingeniería y Ciencias"",""3"",""EI - Área de Ingeniería e Innovación"""
"CD2201,""Módulo Interdisciplinario"",""3"",""EI - Área de Ingeniería e Innovación"""
"CD3001,""Desafíos de Innovación para el Desarrollo Sustentable"",""3"",""EI - Área de Ingeniería e Innovación"""
"EI3001,""Proyecto I: Desarrollo de Proyectos"",""6"",""EI - Área de Ingeniería e Innovación"""
"EI4001,""Proyecto II: Coordinación de Proyectos"",""9"",""EI - Área de Ingeniería e Innovación"""
"EI4002,""Proyecto III"",""3"",""EI - Área de Ingeniería e Innovación"""
"IO4100,""Técnicas de venta y levantamiento de capital"",""3"",""EI - Área de Ingeniería e Innovación"""
"EI3002,""Proyecto de Sustentabilidad"",""3"",""EI - Escuela de Ingeniería"""
"EL3003,""Laboratorio de Ingeniería Eléctrica"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3004,""Circuitos Electrónicos y Analógicos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3005,""Señales y Sistemas I"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3006,""Seminario de Ingeniería Eléctrica"",""1"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3101,""Análisis y Diseño de Circuitos Eléctricos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3102,""Sistemas Digitales"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3103,""Electromagnetismo Aplicado"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3104,""Probabilidad y Procesos Estocásticos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL3105,""Seminario de Ing.Eléctrica e Innovación Tecnológica"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4001,""Conversión de la Energía y Sistemas Eléctricos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4002,""Sistemas Digitales"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4003,""Señales y Sistemas II"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4004,""Fundamentos de Control de Sistemas"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4005,""Principios de Comunicaciones"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4030,""Seminario de Diseño e Innovación Tecnológica"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4102,""Arquitectura de Computadores"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4103,""Sistemas de Energía y Equipos Eléctricos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4105,""Control Avanzado de Sistemas"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4106,""Inteligencia Computacional"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4107,""Tecnologías de Información y de Comunicación"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4108,""Principios de Instrumentación"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL4901,""Práctica Profesional I"",""7"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5001,""Introducción al Taller de Proyecto"",""3"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5002,""Introducción al Taller de Diseño"",""3"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5003,""Taller de Proyecto"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5004,""Taller de Diseño"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5030,""Seminario de Diseño e Innovación Tecnológica II"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5202,""Laboratorio de Sistemas Digitales"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5203,""Laboratorio de Energía"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5204,""Laboratorio de Equipos y Dispositivos Eléctricos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5205,""Laboratorio de Control Avanzado"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5206,""Laboratorio de Inteligencia Computacional y Robótica"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5207,""Laboratorio de Tecnologías de Información y Comunicaciones"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5900,""Taller de Desempeño Profesional"",""3"",""EL - Departamento de Ingeniería Eléctrica"""
"EL5901,""Práctica Profesional II"",""7"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6000,""Generación de Energía Eléctrica con Fuentes Renovables"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6010,""Ingeniería de Alta Tensión"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6011,""Tracción Eléctrica"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6015,""Sistemas de Energía y Equipos Eléctricos II"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6018,""Seminario de Proyecto"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6020,""Taller de Innovación Tecnológica y Emprendimiento"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6023,""Modelación y Análisis de Redes de Telecomunicaciones"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6025,""Planificación de Sistemas Eléctricos de Potencia"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6030,""Seminario de Diseño e Innovación Tecnológica III"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6045,""Seminario de Tecnologías Emergentes"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6046,""Impacto Ambiental y Social de Proyectos Eléctricos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6048,""Laboratorio de Desarrollo de Productos con Internet de las Cosas"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6050,""Análisis y Diseño de Sistemas basados en Internet de la Cosas (IoT)"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6801,""Trabajo Dirigido I"",""3"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6802,""Trabajo Dirigido II"",""3"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6803,""Trabajo Dirigido III"",""3"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6908,""Introducción al Trabajo de Título"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL6909,""Trabajo de Título"",""24"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7020,""Análisis y Operación de Sistemas Eléctricos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7021,""Seminario de Robótica y Sistemas Autónomos"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7023,""Control de Sistemas no Lineales"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7026,""Sistemas de Instrumentación Astronómica"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7027,""Seminario de Control Automático"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7031,""Robotics, Sensing and Autonomous Systems"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7032,""Electrónica de Potencia y Accionamiento"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7037,""Computación Evolutiva"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7038,""Introducción a la Teoría de Conjuntos Difusos y Sistemas Inteligentes"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7039,""Seminario de Sistemas Digitales"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7041,""Comunicaciones Digitales Avanzadas"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7043,""Redes de Acceso de Banda Ancha"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7044,""Conceptos Avanzados en Redes Inalámbricas"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7045,""Micro-redes y generación distribuida"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7049,""Ingeniería de Satelites"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7050,""Writing for Engineers"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7052,""Modelamiento y Control de Sistemas de Potencia"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7806,""Introducción a la Tesis"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7850,""Trabajo de Investigación Dirigido"",""6"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7907,""Trabajo de Tesis I"",""12"",""EL - Departamento de Ingeniería Eléctrica"""
"EL7908,""Trabajo de Tesis II"",""12"",""EL - Departamento de Ingeniería Eléctrica"""
"DPDIIGEWCBO10,""Gestión Estratégica"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWKLC01,""Economía para la Gestión de Negocios-Microeconomía"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWKLC02,""Economía para la Gestión de Negocios-Macroeconomía"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWKLC03,""Contabilidad y Control"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWKLC05,""Métodos Cuantitativos y Estadísticos Aplicados a la Gestión"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWKLC06,""Gestión Financiera"",""0"",""EP - Escuela de Postgrado"""
"CECSPDIMPN01,""Curso Diseño e implementación de un modelo de pasantía nacional para los CCIP"",""0"",""EP - Escuela de Postgrado"""
"CEDICLEANC07,""LEAN Construction"",""0"",""EP - Escuela de Postgrado"""
"CEDIIDGPWK01,""Dirección y Gestión de Proyectos WK"",""0"",""EP - Escuela de Postgrado"""
"CEPOSADSER01,""Analisis de Datos con Software Estadístico R"",""0"",""EP - Escuela de Postgrado"""
"CEPOSIRISO01,""Interpretación de Requisitos ISO 27001 V1 2021"",""0"",""EP - Escuela de Postgrado"""
"CEPOSIRISO02,""Interpretación de Requisitos ISO 9001:2015"",""0"",""EP - Escuela de Postgrado"""
"DPDIECCDBC01,""Ciencia del Clima"",""0"",""EP - Escuela de Postgrado"""
"DPDIECCDBC04,""Taller de Proyectos"",""0"",""EP - Escuela de Postgrado"""
"DPDIECCDBC05,""Emisiones antrópicas y modelos de mitigación"",""0"",""EP - Escuela de Postgrado"""
"DPDIECCDBC06,""Gobernanza del cambio climático para la mitigación y adaptación"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEVCB01,""Economía para la Gestión de Negocios-Microeconomía"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEVCB02,""Economía para la Gestión de Negocios-Macroeconomía"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEVCB03,""Contabilidad y Control"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEVCB04,""Métodos Cuantitativos y Estadísticos Aplicados a la Gestión"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEVCB05,""Taller de Habilidades Directivas"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEVCB06,""Gestión de Recursos Humanos"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWCBO6,""Gestión Financiera"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWCBO7,""Gestión de Recursos Humanos"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWCBO8,""Gestión de Operaciones"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWCBO9,""Taller de Habilidades Directivas"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGADM1,""Fundamentos de Mecánica de Rocas"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGADM2,""Excavaciones en Roca"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGADM3,""Geomecánica en Minería Subterránea Selectiva y Masiva"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGADM6,""Seminario de Casos de Estudio"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGMM03,""Diseño Minero"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGMM09,""Taller de Sustentabilidad y Estudio de Caso"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGMM10,""Introducción a la Planificación Minera / Gestión y Evaluación de Proyectos Mineros"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGMM13,""Modelos Yacimientos- Muestreo"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINGMM14,""Análisis Estadístico de Datos-Evaluación de Recursos y Reservas"",""0"",""EP - Escuela de Postgrado"""
"CEDIIINGP01,""Curso Introducción a la Gestión Pública"",""0"",""EP - Escuela de Postgrado"""
"CEPOSTCTI01,""Taller de Capacitación de Tutores de Innovación"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC01,""Tópicos de Emprendimiento Tecnológico, elementos claves para la estrategia de la empresa"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC02,""Sustentabilidad en el contexto de la innovación y la competitividad"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC03,""Innovación disruptiva"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC04,""Agregación de Valor"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC05,""Modelos de Negocios Digitales"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC06,""Diseño basado en la experiencia y las emociones"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC07,""Organización y estimulación de equipos creativos"",""0"",""EP - Escuela de Postgrado"""
"DEPOSINNC08,""Productos y servicios disruptivos"",""0"",""EP - Escuela de Postgrado"""
"DPDGHMMA001,""Introducción a la Hidrogeología"",""0"",""EP - Escuela de Postgrado"""
"DPDICDPIC01,""Fundamentos, Conceptos y Ciclo de Vida de los Proyectos"",""0"",""EP - Escuela de Postgrado"""
"DPDICDPIC02,""Gestión del Alcance, Cronograma y Costos de Proyectos"",""0"",""EP - Escuela de Postgrado"""
"DPDICDPIC03,""Gestión de Calidad y los Riesgos de Proyectos"",""0"",""EP - Escuela de Postgrado"""
"DPDICDPIC04,""Estudios Sísmicos y Geotécnicos para los Proyectos"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS01,""Análisis Estructural y Elementos Finitos"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS02,""Dinámica de Estructuras y Monitoreo de Estructuras"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS03,""Análisis No-Lineal de Estructuras"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS04,""Diseño de Fundaciones e Interacción Suelo-Estructuras"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS05,""Diseño de Hormigón Armado"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS06,""Diseño de Acero"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS07,""Diseño Sísmico de Estructuras"",""0"",""EP - Escuela de Postgrado"""
"DPDICIEDS08,""Diseño de Dispositivos de Disipación de Energía y Aislación Sísmico"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGEWK09,""Gestión Estratégica"",""0"",""EP - Escuela de Postgrado"""
"DPDIIHDHC01,""Gestión del Liderazgo en la Organización"",""0"",""EP - Escuela de Postgrado"""
"DPDIIHDHC02,""Liderazgo Transformacional y Situacional"",""0"",""EP - Escuela de Postgrado"""
"DPDIIHDHC03,""Liderazgo Transformacional para Conformar Equipos de Alto Desempeño"",""0"",""EP - Escuela de Postgrado"""
"DPDIIHDHC04,""Comunicación Efectiva para Liderar Equipos de Alto Desempeño"",""0"",""EP - Escuela de Postgrado"""
"DPDIIHDHC05,""Administración de Conflictos y Negociación"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA01,""Excelencia Operacional"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA02,""Gestión de Activos Físicos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA03,""Gestión de Repuestos Críticos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA04,""Reemplazo de Equipos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA05,""Big Data Analytics en Confiabilidad y Mantenimiento"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA06,""Transformación Digital, Prognosis y Gestión de Condición"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA07,""Planificación y Programación de Mantenimiento de Sistemas Complejos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA08,""Cultura para la Excelencia Organizacional"",""0"",""EP - Escuela de Postgrado"""
"DPDIMEOGA09,""Gestión de Contratos de Servicios y Taller de Casos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEG01,""Modelos Geológicos de Yacimientos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEG02,""Geoestadística Aplicada a la Evaluación de Yacimientos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEM01,""Minería y Desarrollo Económico"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEM02,""Economía de Recursos Naturales"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEM05,""Análisis de Riesgo y Decisiones en Minería"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEM08,""Análisis de Mercados de Minerales"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEM10,""Estimación de Costos e Inversiones de Capital"",""0"",""EP - Escuela de Postgrado"""
"DPDIMINEM11,""Estudio de Caso (Presentaciones Finales)"",""0"",""EP - Escuela de Postgrado"""
"CEDICBIM01,""BIM para Ingenieros"",""0"",""EP - Escuela de Postgrado"""
"CEDIIACA04,""Administración de Contratos"",""0"",""EP - Escuela de Postgrado"""
"CEDIIACA05,""Administración de Contratos V Vespertina 2"",""0"",""EP - Escuela de Postgrado"""
"CEDIINYC01,""Negociación y Conflicto"",""0"",""EP - Escuela de Postgrado"""
"CEEPECRP01,""Ramo Prueba 1"",""0"",""EP - Escuela de Postgrado"""
"CEPOSIES01,""Internacionalización de la Educación Superior"",""0"",""EP - Escuela de Postgrado"""
"CEPOSPBI01,""Power Bi-Serviu"",""0"",""EP - Escuela de Postgrado"""
"DPDICTES01,""Planificación y Sustentabilidad del Espacio Subterráneo"",""1"",""EP - Escuela de Postgrado"""
"DPDICTES02,""Investigación y Caracterización Geológica y Geotécnica"",""1"",""EP - Escuela de Postgrado"""
"DPDICTES03,""Bases de Diseño de Obras Subterráneas"",""1"",""EP - Escuela de Postgrado"""
"DPDICTES11,""Taller de Proyecto de Obras Subterráneas"",""1"",""EP - Escuela de Postgrado"""
"DPDICTES41,""Teoría de Túneles"",""0"",""EP - Escuela de Postgrado"""
"DPDICTES42,""Diseño de Túneles con Métodos Analíticos y Empíricos"",""0"",""EP - Escuela de Postgrado"""
"DPDIIGDE09,""Gestión Estratégica"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP01,""Análisis Económico"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP02,""Información Contable"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP03,""Métodos de Estimación y Demanda"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP04,""Decisiones de Inversión"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP05,""Taller de Desarrollo de Proyectos"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP06,""Análisis Estratégico del Mercado"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP07,""Evaluación Social y de Impacto Medioambiental"",""0"",""EP - Escuela de Postgrado"""
"DPDIIPEP08,""Riesgo y Flexibilidad en Evaluación de Proyectos"",""0"",""EP - Escuela de Postgrado"""
"DPDIMCMG01,""Ingeniería de Confiabilidad I"",""1"",""EP - Escuela de Postgrado"""
"DPDIMCMG03,""Gestión de Activos Físicos"",""1"",""EP - Escuela de Postgrado"""
"DPDIMCMG07,""Análisis de Datos Aplicada a la Gestión de Activos"",""1"",""EP - Escuela de Postgrado"""
"DPDIMCMG08,""Mantenimiento Predictivo"",""1"",""EP - Escuela de Postgrado"""
"DPDIMCMG09,""Confiabilidad Humana en la Gestión de Activos"",""1"",""EP - Escuela de Postgrado"""
"DPDIMCMG14,""Big Data Analytics en Confiabilidad y Mantenimiento"",""0"",""EP - Escuela de Postgrado"""
"DPDIMCMG16,""Proyecto Final"",""0"",""EP - Escuela de Postgrado"""
"DPDIMCMG17,""Gestión del Mantenimiento"",""0"",""EP - Escuela de Postgrado"""
"DPDIMCMG19,""Monitoreo de Señales y Detección de Anomalías"",""0"",""EP - Escuela de Postgrado"""
"DPDIMCMG20,""Diagnóstico y Pronóstico de Daños"",""0"",""EP - Escuela de Postgrado"""
"DPDIMCMG21,""Planificación del Mantenimiento"",""0"",""EP - Escuela de Postgrado"""
"DPEPECAC01,""Causas del cambio climático: Ciencia del clima y emisiones antrópicas"",""0"",""EP - Escuela de Postgrado"""
"DPEPECAC02,""Consecuencias del cambio climático: Impactos en Chile, adaptación y resiliencia"",""0"",""EP - Escuela de Postgrado"""
"DPEPECAC03,""Gobernanza del cambio climático para la mitigación y adaptación"",""0"",""EP - Escuela de Postgrado"""
"DPEPECAC04,""Acción climática y gestión municipal"",""0"",""EP - Escuela de Postgrado"""
"DPEPECAC05,""Formulación de proyecto de acción climática local: integración del cambio climático en la gestión municipal"",""0"",""EP - Escuela de Postgrado"""
"CEDIILM01,""Curso de Especialización Lean Management"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR01,""Introducción a la Ingeniería de Relaves"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR02,""Peligro Sísmico y Geológico"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR03,""Elementos Geotécnicos de Diseño, Construcción y Operación"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR04,""Impacto Ambiental y Social"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR05,""Instrumentación y Monitorero Geotécnico y Químico"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR06,""Recuperación de Aguas, Manejo y Disposición de Relaves"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR07,""Gestión y Gobernanza"",""0"",""EP - Escuela de Postgrado"""
"DPDICIR08,""Proyecto Integrador"",""0"",""EP - Escuela de Postgrado"""
"DPDIIIN01,""Inteligencia de Negocios"",""0"",""EP - Escuela de Postgrado"""
"DPEPCDA01,""Contaminación de Aguas"",""0"",""EP - Escuela de Postgrado"""
"DPPRUEBA,""Ramo Prueba"",""1"",""EP - Escuela de Postgrado"""
"MDS7201,""Proyecto de Ciencia de Datos"",""6"",""EP - Escuela de Postgrado"""
"MDS7202,""Laboratorio de Programación Científica para Ciencia de Datos"",""6"",""EP - Escuela de Postgrado"""
"MIE7101,""Dimensión Social de la Innovación y el Emprendimiento"",""6"",""EP - Escuela de Postgrado"""
"MIE7102,""Estrategia para la Innovación y el Emprendimiento de base Tecnológica"",""6"",""EP - Escuela de Postgrado"""
"MIE7103,""Apropiabilidad y Gestión de la Innovación"",""3"",""EP - Escuela de Postgrado"""
"MIE7104,""Seminario de Innovación y Emprendimiento Científico-Tecnológico I"",""6"",""EP - Escuela de Postgrado"""
"EP0001,""Diagnóstico Inglés Postgrado"",""0"",""EP - Escuela de Postgrado"""
"EP2201,""Inglés 1"",""3"",""EP - Escuela de Postgrado"""
"EP3203,""Inglés 3"",""3"",""EP - Escuela de Postgrado"""
"EP4205,""Inglés 5"",""3"",""EP - Escuela de Postgrado"""
"EP5206,""Academic Writing 2"",""3"",""EP - Escuela de Postgrado"""
"EP7001,""Nuevos desafíos para las ciencias en la sociedad actual: dilemas éticos, comunicación y creatividad"",""3"",""EP - Escuela de Postgrado"""
"EP7003,""Laboratorio de Escritura y Comunicación Científica: El Trabajo de Tesis"",""3"",""EP - Escuela de Postgrado"""
"EP9000,""Cotutela Doctoral"",""0"",""EP - Escuela de Postgrado"""
"EP80A,""Taller de Tesis"",""15"",""EP - Escuela de Postgrado"""
"EP80B,""Taller de Tesis"",""15"",""EP - Escuela de Postgrado"""
"EP80C,""Taller de Tesis"",""15"",""EP - Escuela de Postgrado"""
"EP80D,""Taller de Tesis"",""15"",""EP - Escuela de Postgrado"""
"EP80E,""Taller de Tesis"",""15"",""EP - Escuela de Postgrado"""
"EP80F,""Taller de Tesis"",""15"",""EP - Escuela de Postgrado"""
"EP91A,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91B,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91C,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91D,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91E,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91F,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91G,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91H,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91I,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP91J,""Taller de Tesis"",""30"",""EP - Escuela de Postgrado"""
"EP700,""Taller de Tesis"",""1"",""EP - Escuela de Postgrado"""
"EP900,""Preparación Examen de Calificación"",""15"",""EP - Escuela de Postgrado"""
"EP901,""Preparación Examen de Calificación"",""15"",""EP - Escuela de Postgrado"""
"FD701,""Mecánica de Medios Continuos: Bases Matem.de la Mec. de Fluidos"",""9"",""EP - Escuela de Postgrado"""
"FD702,""Temas de Fluidodinámica"",""9"",""EP - Escuela de Postgrado"""
"FD705,""Trabajo de Investigación"",""8"",""EP - Escuela de Postgrado"""
"ES-0000,""Aprendiendo"",""0"",""ES - Escuela de Ingeniería y Ciencias"""
"ES1001,""Introducción a la Vida Universitaria"",""0"",""ES - Escuela de Ingeniería y Ciencias"""
"MOVEC2,""Programa Doble Titulación II"",""0"",""ES - Escuela de Ingeniería y Ciencias"""
"MOVEC4,""Programa Doble Titulación IV"",""0"",""ES - Escuela de Ingeniería y Ciencias"""
"MOV1,""Semestre Intercambio I"",""0"",""ES - Escuela de Ingeniería y Ciencias"""
"VA-01-0327-17,""Cambio climático y sustentabilidad"",""2"",""FG - Plataforma"""
"VA-01-0327-18,""Cátedra Amanda Labarca: diálogos sobre feminismos, género y democracia"",""2"",""FG - Plataforma"""
"VA-01-0327-20,""Envejecimiento saludable y políticas públicas"",""2"",""FG - Plataforma"""
"VA-01-0327-22,""Filosofía en tiempos de emergencia: hacia una ética de la responsabilidad social"",""2"",""FG - Plataforma"""
"VA-01-0327-30,""Obesidad, un problema complejo: enfoque transdisciplinario"",""2"",""FG - Plataforma"""
"VA-01-0327-31,""Pensar Internacionalmente: un análisis de la realidad mundial desde (y para) la Universidad de Chile"",""2"",""FG - Plataforma"""
